J7TWC0-1	J7TWC0-2	J7TWC0-3	J7TBC0-1	J7TBC0-2	J7TBC0-3	J4TWC0-1	J4TWC0-2	J4TWC0-3	J4TBC0-1	J4TBC0-2	J4TBC0-3	J7TWC48-1	J7TWC48-2	J7TWC48-3	J7TBC48-1	J7TBC48-2	J7TBC48-3	J4TWC48-1	J4TWC48-2	J4TWC48-3	J4TBC48-1	J4TBC48-2	J4TBC48-3	J7TWR48-1	J7TWR48-2	J7TWR48-3	J7TBR48-1	J7TBR48-2	J7TBR48-3	J4TWR48-1	J4TWR48-2	J4TWR48-3	J4TBR48-1	J4TBR48-2	J4TBR48-3
J7TBC48-2	0.354648572795446	0.418607017671678	0.427792676543856	0.198294408333636	0.239164337772328	0.247844155605022	-0.559019546788228	-0.521954060919979	-0.511259305277681	-0.601232759723981	-0.649041803610543	-0.691021537570057	0.695575492264805	0.721985637811124	0.739600108859355	0.926388054431974	1	0.916507187603957	-0.323780260245603	-0.292874447732798	-0.31057728448883	-0.414057568078031	-0.353216091907684	-0.306555322899092	0.374247763460622	0.303728969756311	0.299977090980215	0.28258803712294	0.294480642872192	0.257688943313134	-0.592461267590603	-0.569286342129148	-0.574612003326961	-0.421731494861445	-0.397925023330885	-0.412465415898789
J7TBC48-3	0.341472902754532	0.425139767450499	0.404209923213583	0.182124771365093	0.242379993265681	0.242618090420675	-0.57131759855451	-0.551959176774142	-0.527933906739956	-0.63076850977604	-0.647575815008709	-0.674286065871978	0.709331998812355	0.719899499461154	0.751370678983819	0.935209536030839	0.916507187603957	1	-0.328118627568271	-0.298905951115361	-0.299243124963031	-0.365342629491001	-0.312485494328762	-0.299328033727343	0.33410130300143	0.27912610643233	0.271686294653628	0.268577449472814	0.347672685264862	0.272887031441011	-0.593234839259332	-0.563556508714073	-0.604624705442152	-0.408640080918904	-0.377590669151932	-0.385733255039238
J4TWC48-1	-0.505041290321264	-0.568066120408286	-0.615027393309583	-0.603276497179406	-0.713199753180884	-0.69596334615626	0.329945103179791	0.312478617248095	0.310785304167471	0.242981771907786	0.260841933522538	0.307882999837004	-0.403519719055651	-0.460550286414694	-0.403437352607223	-0.289340949825675	-0.323780260245603	-0.328118627568271	1	0.885029039445466	0.826428224031888	0.752694790254495	0.618038858362782	0.648026365401256	-0.538890404461242	-0.357382851881358	-0.46457685687039	-0.543411245609818	-0.724932963561142	-0.729911399817789	0.456298398628835	0.437398091065931	0.443187904721235	0.464474616639653	0.461534578270437	0.463232197382476
J4TWC48-2	-0.564076819469379	-0.558089006984569	-0.583121005309448	-0.612735964071383	-0.671835300227676	-0.660346751878961	0.408624518089378	0.37914643726386	0.4025625869222	0.216192539537323	0.246158465273123	0.297790697948696	-0.419698576108417	-0.433311386824243	-0.374104922648191	-0.270919428036454	-0.292874447732798	-0.298905951115361	0.885029039445466	1	0.74782126552715	0.676797298942897	0.687447214043558	0.663241524926033	-0.53414888736353	-0.467896427947786	-0.523707544419652	-0.611446014722521	-0.727879791716856	-0.725522782360932	0.420516753731503	0.435962893529477	0.412323107433137	0.467530134300121	0.461693063129018	0.489059810199308
J4TWC48-3	-0.449314009824706	-0.560753637366516	-0.559284264959113	-0.402262489705405	-0.606376984253892	-0.597640195302745	0.312564234417944	0.232854701165896	0.203942266875423	0.266265802087948	0.326630881855231	0.2550089759312	-0.395275041609038	-0.453414070593137	-0.396116991993109	-0.283490758197829	-0.31057728448883	-0.299243124963031	0.826428224031888	0.74782126552715	1	0.684557435470847	0.48939274049461	0.513644767116691	-0.403077934487157	-0.233647363104998	-0.406039110624028	-0.441776070381715	-0.683615522705098	-0.67933531739119	0.405072495354246	0.368868199025696	0.358227373458593	0.332238448467284	0.347101860259122	0.354728865454426
J4TBC48-1	-0.395244616583298	-0.433682782549091	-0.482692478247619	-0.546132086687351	-0.635447931219526	-0.623697538030652	0.362522532207048	0.328418679157737	0.313258559842076	0.376660211272487	0.435943709832879	0.477755068010971	-0.394003738425888	-0.48001983919511	-0.434283363211444	-0.343699142340974	-0.414057568078031	-0.365342629491001	0.752694790254495	0.676797298942897	0.684557435470847	1	0.821565290199888	0.824927606683232	-0.603398355792496	-0.435940291228909	-0.547267510873908	-0.500261458157941	-0.69107460580636	-0.707344577600824	0.361696396376157	0.328955850920857	0.345502182049133	0.251281373751701	0.265480510080738	0.253136753705445
J4TBC48-2	-0.510523040441317	-0.427299932700018	-0.463369189553328	-0.574668658761457	-0.546852268048812	-0.55631625224449	0.512983554037848	0.484025606706066	0.495611843773793	0.336225783304022	0.377680813452359	0.446091306126239	-0.372348783732118	-0.413100889868912	-0.358585451143896	-0.309766394282124	-0.353216091907684	-0.312485494328762	0.618038858362782	0.687447214043558	0.48939274049461	0.821565290199888	1	0.87280813417294	-0.570398055592473	-0.589583808026342	-0.610576682838496	-0.603126265516363	-0.644075055099525	-0.670053160050911	0.312419802517627	0.29382745344072	0.286714791613754	0.226999858895286	0.234387532983693	0.246923379947445
J4TBC48-3	-0.464064179339838	-0.408458390852193	-0.430237205037314	-0.635832836226513	-0.643216841317761	-0.631492747797321	0.446552557716734	0.432877284269847	0.429181058692864	0.229609127397441	0.280567886560136	0.338173681720193	-0.344766378113204	-0.386802027931725	-0.36244909680675	-0.272235119134473	-0.306555322899092	-0.299328033727343	0.648026365401256	0.663241524926033	0.513644767116691	0.824927606683232	0.87280813417294	1	-0.539253474834382	-0.513142704094003	-0.543509527237385	-0.448575399485683	-0.66452292617087	-0.70358240971415	0.342832928173157	0.353431771673182	0.346829873050122	0.240002986673263	0.248296588911142	0.252680228397075
J7TWR48-1	0.419557437055758	0.392267934421656	0.437439273295044	0.333666049090234	0.337882260992259	0.334369230964505	-0.492158434120013	-0.489330150995718	-0.482415411840562	-0.387294021348459	-0.429880118900527	-0.499909756839394	0.20895799558795	0.254691047969424	0.263142142632085	0.324891576088001	0.374247763460622	0.33410130300143	-0.538890404461242	-0.53414888736353	-0.403077934487157	-0.603398355792496	-0.570398055592473	-0.539253474834382	1	0.784120744035755	0.85132601033696	0.44940624458754	0.492047490638634	0.465615202116565	-0.363547407630787	-0.322612554312566	-0.327045246062909	-0.290687811510052	-0.30176238359303	-0.293696739340543
J7TWR48-2	0.492494009082762	0.368052136997274	0.383841877466331	0.224611775490803	0.175856137432566	0.190607091350844	-0.657968462269435	-0.684503793670444	-0.689000535010936	-0.46570478693064	-0.389707548018838	-0.46927962715115	0.255143357351588	0.220882351830721	0.210516895669192	0.290501933308553	0.303728969756311	0.27912610643233	-0.357382851881358	-0.467896427947786	-0.233647363104998	-0.435940291228909	-0.589583808026342	-0.513142704094003	0.784120744035755	1	0.892112525260926	0.549493769636756	0.491444706839505	0.4729012813637	-0.26130959449583	-0.262409724839681	-0.242665612389062	-0.200290688177124	-0.20571417417292	-0.215551042361602
J7TWR48-3	0.479470976405453	0.369976812161773	0.406168027769018	0.227778618307825	0.222816480326204	0.232126800243857	-0.62847246678561	-0.606643428785484	-0.602784833549889	-0.47638946506653	-0.45487917461173	-0.480041870626297	0.238503840054276	0.268813193832124	0.210610168019525	0.283770868865053	0.299977090980215	0.271686294653628	-0.46457685687039	-0.523707544419652	-0.406039110624028	-0.547267510873908	-0.610576682838496	-0.543509527237385	0.85132601033696	0.892112525260926	1	0.561065676229338	0.566234411849231	0.532549004601836	-0.24866694360245	-0.24356533067137	-0.230463644860018	-0.167992239372196	-0.205009477962838	-0.195277431948922
J7TBR48-1	0.363072856223847	0.310128480423103	0.347393746861596	0.21126504350581	0.207972756436779	0.225756004526254	-0.457379653175848	-0.479929657084248	-0.479878837566779	-0.533968908355073	-0.393913824807008	-0.465282301058221	0.316562705388897	0.321023585632544	0.259815888911237	0.252617021523178	0.28258803712294	0.268577449472814	-0.543411245609818	-0.611446014722521	-0.441776070381715	-0.500261458157941	-0.603126265516363	-0.448575399485683	0.44940624458754	0.549493769636756	0.561065676229338	1	0.771505945374828	0.693776271371659	-0.227593665537493	-0.219369458750981	-0.213536341882756	-0.191032554740093	-0.158541291183605	-0.192827557322012
J7TBR48-2	0.416463578249284	0.418665151011997	0.422541702615458	0.396480930223202	0.492311406090742	0.491813363160942	-0.456716249233651	-0.432152570280434	-0.427672433643037	-0.488151729443181	-0.438871331310925	-0.454736887861382	0.384755052913226	0.403781489059753	0.373215365368677	0.303685756657394	0.294480642872192	0.347672685264862	-0.724932963561142	-0.727879791716856	-0.683615522705098	-0.69107460580636	-0.644075055099525	-0.66452292617087	0.492047490638634	0.491444706839505	0.566234411849231	0.771505945374828	1	0.915651208865877	-0.368044765077771	-0.360114043012001	-0.371341929488612	-0.279116601951429	-0.262866568799754	-0.263083232002512
J7TBR48-3	0.42568249846823	0.411262978633427	0.413764369029159	0.47702986918719	0.555230361003142	0.55482812394833	-0.408339852484645	-0.377732853334823	-0.373089982452039	-0.353085033488457	-0.37814748676517	-0.389225744483579	0.337521273914396	0.360809016637483	0.321942799472207	0.24343000359698	0.257688943313134	0.272887031441011	-0.729911399817789	-0.725522782360932	-0.67933531739119	-0.707344577600824	-0.670053160050911	-0.70358240971415	0.465615202116565	0.4729012813637	0.532549004601836	0.693776271371659	0.915651208865877	1	-0.375844582783306	-0.380381951959456	-0.386514456150529	-0.302277573142668	-0.28689846323979	-0.289699581036716
J4TWR48-1	-0.512258612622048	-0.574874171018281	-0.589390228491979	-0.480624943584243	-0.525000230063951	-0.532141237404698	0.244870071402377	0.261207145029437	0.244686901759005	0.216593775826729	0.235857951619046	0.289874855081698	-0.55503464944384	-0.55813711439706	-0.592507318521358	-0.569127855860548	-0.592461267590603	-0.593234839259332	0.456298398628835	0.420516753731503	0.405072495354246	0.361696396376157	0.312419802517627	0.342832928173157	-0.363547407630787	-0.26130959449583	-0.24866694360245	-0.227593665537493	-0.368044765077771	-0.375844582783306	1	0.90958386233374	0.919573086345035	0.649498848908281	0.603279123563486	0.630786878872242
J4TWR48-2	-0.524504080229108	-0.543752240563033	-0.562322237978238	-0.495651815364804	-0.522192440529886	-0.517077956517863	0.2459756608663	0.230915112202791	0.241450374216322	0.164494098413845	0.187392863152383	0.230227366006131	-0.545076126855425	-0.550724955275267	-0.565981068681832	-0.545787904951205	-0.569286342129148	-0.563556508714073	0.437398091065931	0.435962893529477	0.368868199025696	0.328955850920857	0.29382745344072	0.353431771673182	-0.322612554312566	-0.262409724839681	-0.24356533067137	-0.219369458750981	-0.360114043012001	-0.380381951959456	0.90958386233374	1	0.919324652225754	0.652204681244115	0.639361269879279	0.652751893471611
J4TWR48-3	-0.476676891673803	-0.533800166257069	-0.554157222236616	-0.502754481142956	-0.524602757259301	-0.529652702576126	0.237884760836452	0.24413970037386	0.228715801694794	0.210754053636912	0.217643940535596	0.269546973362512	-0.542541118401573	-0.564756833571382	-0.57982733918572	-0.566248841812777	-0.574612003326961	-0.604624705442152	0.443187904721235	0.412323107433137	0.358227373458593	0.345502182049133	0.286714791613754	0.346829873050122	-0.327045246062909	-0.242665612389062	-0.230463644860018	-0.213536341882756	-0.371341929488612	-0.386514456150529	0.919573086345035	0.919324652225754	1	0.652653581127981	0.598494291925956	0.630973399403131
J4TBR48-1	-0.539766131719575	-0.5967978637029	-0.61183213092337	-0.569280626708431	-0.598619986690428	-0.603060221541825	0.235489219606146	0.257007004567936	0.261122364955223	0.0970905089831913	0.0837903303324296	0.152090265789182	-0.509981438426762	-0.506452118071194	-0.523372890389333	-0.40349845901889	-0.421731494861445	-0.408640080918904	0.464474616639653	0.467530134300121	0.332238448467284	0.251281373751701	0.226999858895286	0.240002986673263	-0.290687811510052	-0.200290688177124	-0.167992239372196	-0.191032554740093	-0.279116601951429	-0.302277573142668	0.649498848908281	0.652204681244115	0.652653581127981	1	0.921171211986697	0.921241601939703
J4TBR48-2	-0.544286898215659	-0.56661835412341	-0.593265190611636	-0.581414582716974	-0.623455010858107	-0.628878639408524	0.266646343181819	0.248674981375597	0.266741659127243	0.0754366762049471	0.0948486600958672	0.127531197546789	-0.504674757437782	-0.513869774682346	-0.508690679825421	-0.369479286974117	-0.397925023330885	-0.377590669151932	0.461534578270437	0.461693063129018	0.347101860259122	0.265480510080738	0.234387532983693	0.248296588911142	-0.30176238359303	-0.20571417417292	-0.205009477962838	-0.158541291183605	-0.262866568799754	-0.28689846323979	0.603279123563486	0.639361269879279	0.598494291925956	0.921171211986697	1	0.918090307481328
J4TBR48-3	-0.538818747824008	-0.582912993278481	-0.606301579934745	-0.581078367442837	-0.607835968465921	-0.606442360651408	0.241857997509803	0.250458861065805	0.242831424767735	0.0677557511285834	0.0866173626971051	0.128658881858245	-0.508924373345331	-0.510983416375048	-0.516072242842315	-0.379177667663894	-0.412465415898789	-0.385733255039238	0.463232197382476	0.489059810199308	0.354728865454426	0.253136753705445	0.246923379947445	0.252680228397075	-0.293696739340543	-0.215551042361602	-0.195277431948922	-0.192827557322012	-0.263083232002512	-0.289699581036716	0.630786878872242	0.652751893471611	0.630973399403131	0.921241601939703	0.918090307481328	1
